q	t	bitscore	evalue
YP_009126165.1	YP_010096206.1	391.3	2.5e-134
YP_009126165.1	YP_009880988.1	372.1	5.9e-127
YP_009126165.1	YP_009885403.1	377.5	6.6e-129
YP_009126165.1	YP_009886991.1	377.9	4.7e-129
YP_009126165.1	YP_009886247.1	382.1	1e-130
YP_009126165.1	YP_009886744.1	377.1	9.4e-129
YP_009126165.1	YP_009886493.1	375.6	3.8e-128
YP_010114773.1	ERR843935__NODE_55_length_13301_cov_67.352408_13	53.9	2.5e-07
YP_010114773.1	ERR843977__NODE_92_length_6280_cov_5.245944_8	135.2	1.6e-36
YP_010114773.1	ERR844036__NODE_1_length_150835_cov_137.051970_78	132.5	1.8e-35
YP_010114773.1	ERR844043__NODE_1_length_117089_cov_74.896885_89	62.8	5.1e-12
YP_010114773.1	ERR844073__NODE_50_length_7066_cov_6.836115_9	122.1	1.4e-31
YP_010114773.1	YP_009004236.1	201.4	3.9e-62
YP_010114773.1	YP_009287581.1	295.8	5.3e-99
YP_010114773.1	YP_009831834.1	181.8	1.7e-54
YP_010114773.1	YP_009610188.1	156.4	2.2e-44
YP_010114773.1	YP_009622720.1	209.5	2e-65
YP_010114773.1	YP_009807222.1	281.6	2.4e-93
YP_010114773.1	YP_009635920.1	630.9	2.4e-231
YP_010114773.1	YP_009017300.1	451.1	3.6e-160
YP_010114773.1	YP_008408732.1	422.5	7.4e-149
YP_010114773.1	YP_008410951.1	450.7	5.2e-160
YP_010114773.1	YP_009197069.1	413.7	2.4e-145
YP_010114773.1	YP_010012534.1	414.1	2.6e-145
YP_010114773.1	YP_009205541.1	457.2	1.3e-162
YP_010114773.1	YP_010013043.1	450.7	5.2e-160
YP_010114773.1	YP_010012914.1	443.4	4e-157
YP_010114773.1	YP_010012662.1	420.2	8.2e-148
YP_010114773.1	YP_010013306.1	433.3	4.2e-153
YP_010114773.1	YP_009839612.1	196.1	4.4e-60
YP_010114773.1	YP_009841306.1	192.6	9.8e-59
YP_010114773.1	YP_010100968.1	629.0	1.4e-230
YP_010114773.1	YP_010101380.1	627.5	5.6e-230
YP_010114773.1	YP_010013174.1	436.0	3.1e-154
YP_010114773.1	YP_010105474.1	625.9	2.3e-229
YP_010114773.1	YP_010012788.1	437.6	7.7e-155
YP_010114773.1	YP_004539020.1	451.1	3.6e-160
YP_010114773.1	YP_008410516.1	350.1	2.4e-120
YP_010114773.1	YP_010245934.1	319.7	1.8e-108
YP_010114773.1	YP_010246331.1	316.6	4e-107
YP_010114773.1	YP_010246066.1	310.5	1.3e-104
YP_010114773.1	YP_010246748.1	312.8	1.4e-105
YP_010114773.1	YP_010246195.1	313.9	4.2e-106
YP_010114773.1	YP_010246607.1	310.5	1.1e-104
YP_009030984.1	ERR844057__NODE_50_length_7653_cov_5.430771_12	53.1	3.4e-07
YP_009030984.1	YP_009207499.1	139.0	7.8e-40
YP_009030984.1	YP_010102764.1	222.6	3.3e-70
YP_009030984.1	YP_010102579.1	221.1	1.3e-69
YP_009030984.1	YP_010105931.1	219.9	3.7e-69
YP_009030984.1	YP_010108192.1	219.9	9.9e-69
YP_009030984.1	YP_010108382.1	218.8	1.1e-68
YP_009030984.1	YP_010108574.1	219.9	3.7e-69
YP_009030984.1	YP_010107996.1	230.7	2.6e-73
YP_009030984.1	YP_010114323.1	220.7	1.9e-69
YP_009030984.1	YP_007006246.1	630.2	7.1e-231
YP_009030984.1	YP_009177523.1	631.3	2e-231
YP_009030984.1	YP_009602306.1	458.4	2.8e-164
YP_009030984.1	YP_009149017.1	291.6	5.7e-97
YP_009030984.1	YP_009985880.1	286.6	3.2e-95
YP_009030984.1	YP_009803360.1	286.6	3.2e-95
YP_009030984.1	YP_009787105.1	285.4	9.2e-95
YP_009030984.1	YP_009985562.1	285.0	1.3e-94
YP_009030984.1	YP_009984457.1	279.3	2.4e-92
YP_009030984.1	YP_009985324.1	277.7	9.7e-92
YP_009030984.1	YP_009987301.1	276.6	2.8e-91
YP_009030984.1	YP_009985640.1	276.2	3.9e-91
YP_009030984.1	YP_009012427.1	275.8	5.5e-91
YP_009030984.1	YP_006987008.1	262.7	1e-85
YP_009168475.1	ERR843929__NODE_2_length_59556_cov_26.216400_35	53.1	6.7e-07
YP_009168475.1	YP_009623282.1	330.1	3.3e-111
YP_009168475.1	YP_007005140.1	657.1	1.6e-240
YP_009168475.1	YP_006908220.1	330.1	2.6e-111
YP_009168475.1	YP_009597218.1	332.0	4.6e-112
YP_009168475.1	YP_009169189.1	669.5	2.4e-245
ERR844044__NODE_5_length_49205_cov_42.743967_28	ERR844018__NODE_9_length_33736_cov_10.463585_18	275.0	2.6e-85
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009214557.1	221.9	1.9e-65
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_238673.1	199.5	2.6e-57
ERR844044__NODE_5_length_49205_cov_42.743967_28	ERR844057__NODE_50_length_7653_cov_5.430771_12	183.0	2.5e-55
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_008431287.1	180.3	6.3e-52
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_007677647.1	180.3	6.3e-52
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_004301480.1	184.9	1.1e-51
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_007005657.1	177.9	2e-49
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009844128.1	91.3	2.5e-19
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009835354.1	72.4	1.3e-12
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009876862.1	67.0	1.6e-11
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009831889.1	63.9	1.8e-10
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009814303.1	67.0	7.4e-11
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009798125.1	67.0	7.6e-11
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009798435.1	64.3	5.8e-10
ERR844044__NODE_5_length_49205_cov_42.743967_28	YP_009839076.1	60.5	2.4e-09
YP_010064976.1	YP_010064578.1	273.9	2.6e-94
YP_010064976.1	YP_009901554.1	267.7	2e-91
YP_010064976.1	YP_009901449.1	263.1	4.9e-90
YP_010064976.1	YP_009904898.1	262.7	6.6e-90
YP_010064976.1	YP_009901808.1	262.7	6.8e-90
YP_010064976.1	YP_009902011.1	262.3	9.3e-90
YP_010064976.1	YP_009901726.1	261.5	2.2e-89
YP_010064976.1	YP_009901900.1	262.3	2.3e-89
YP_010064976.1	YP_008059764.1	261.2	2.7e-89
YP_010064976.1	YP_009901365.1	261.5	1.8e-89
YP_010064976.1	YP_009901670.1	262.3	6.6e-89
YP_010064976.1	YP_009902183.1	262.3	8.8e-89
YP_010064976.1	YP_009824259.1	259.2	1.5e-88
YP_010064976.1	YP_009900991.1	258.5	3.1e-88
YP_010064976.1	YP_009900923.1	258.8	2.2e-88
YP_010064976.1	YP_009901176.1	260.8	3.5e-88
YP_010064976.1	YP_010064769.1	255.8	3.4e-87
YP_010064976.1	YP_009901099.1	255.8	3.7e-87
YP_010064976.1	YP_009965914.1	256.9	1.2e-87
YP_010064976.1	YP_009901283.1	257.3	8.1e-87
YP_010064976.1	YP_009618024.1	238.8	2.1e-80
YP_010064976.1	YP_010064681.1	247.7	5.6e-84
YP_010072896.1	YP_003579936.1	302.8	1.5e-99
YP_010072896.1	YP_007348706.1	303.1	1.1e-99
YP_010072896.1	YP_009194313.1	303.1	1.1e-99
YP_010072896.1	YP_009606983.1	302.4	2.1e-99
YP_010072896.1	YP_009626305.1	303.1	1.1e-99
YP_010072896.1	YP_009098608.1	752.3	4.6e-277
YP_010072896.1	YP_803164.1	753.4	1.6e-277
YP_010072896.1	NP_891794.1	297.7	1.6e-97
YP_010072896.1	YP_001469567.1	297.7	1.6e-97
YP_010072896.1	YP_002922302.1	300.1	2.3e-98
YP_010072896.1	YP_004415119.1	750.7	1.9e-276
YP_010072896.1	YP_007004601.1	755.7	1.9e-278
YP_010072896.1	YP_006986781.1	755.0	3.9e-278
YP_010072896.1	YP_009149469.1	757.7	3.4e-279
YP_010072896.1	YP_009118908.1	295.4	1.2e-96
YP_010072896.1	YP_009148666.1	755.7	1.9e-278
YP_010072896.1	YP_009030833.1	757.3	7.7e-279
YP_010072896.1	YP_009111042.1	753.1	2.3e-277
YP_010072896.1	YP_010066874.1	755.7	1.9e-278
YP_010072896.1	YP_009284236.1	753.4	1.6e-277
YP_010072896.1	YP_009625025.1	756.5	9.6e-279
YP_010072896.1	YP_009180725.1	756.5	9.6e-279
YP_010072896.1	YP_009290490.1	755.7	1.9e-278
YP_010072896.1	YP_010076841.1	754.6	5.6e-278
YP_010072896.1	YP_010074947.1	758.1	2.4e-279
YP_010072896.1	YP_010075117.1	755.4	2.8e-278
YP_010072896.1	YP_010077106.1	756.5	9.6e-279
YP_010072896.1	YP_010093578.1	351.3	8.9e-119
YP_010072896.1	YP_010065285.1	755.7	1.9e-278
YP_010072896.1	YP_010069247.1	756.5	9.6e-279
YP_010072896.1	YP_010069787.1	757.3	4.8e-279
YP_010072896.1	YP_010094463.1	755.4	2.8e-278
YP_010072896.1	YP_010066429.1	755.7	1.9e-278
YP_010072896.1	YP_010072238.1	755.7	1.9e-278
YP_010072896.1	YP_010097245.1	290.4	6.4e-95
YP_010072896.1	YP_010070053.1	757.3	4.8e-279
YP_010072896.1	YP_010068133.1	755.7	1.9e-278
YP_010072896.1	YP_010077462.1	755.7	1.9e-278
YP_010072896.1	YP_010072787.1	755.7	1.9e-278
YP_010072896.1	YP_010070329.1	755.7	1.9e-278
YP_010072896.1	YP_010070605.1	753.4	1.6e-277
YP_010072896.1	YP_010071429.1	751.9	6.5e-277
YP_010072896.1	YP_010074542.1	753.4	1.6e-277
YP_010072896.1	YP_010070994.1	755.7	3.2e-278
YP_010072896.1	YP_010071973.1	756.5	9.6e-279
YP_010094722.1	YP_656429.1	323.9	9.1e-108
YP_010094722.1	YP_007010876.1	325.5	2.3e-108
YP_010094722.1	YP_009613044.1	324.3	6.4e-108
YP_010094722.1	YP_010095644.1	322.8	2.6e-107
YP_010094722.1	YP_010095938.1	327.0	5.6e-109
YP_010094722.1	YP_001595350.1	739.6	9.2e-272
YP_010094722.1	YP_002922568.1	741.5	1.6e-272
YP_010094722.1	YP_003934865.1	471.1	9.9e-166
YP_010094722.1	YP_004063925.1	452.2	2.7e-158
YP_010094722.1	YP_007677915.1	323.6	1.3e-107
YP_010094722.1	YP_009211667.1	436.0	6.6e-152
YP_010094722.1	YP_009205923.1	734.2	1.2e-269
YP_010094722.1	YP_009207417.1	454.9	2.4e-159
YP_010094722.1	YP_009209986.1	451.1	7.8e-158
YP_010094722.1	YP_009202963.1	752.3	8.6e-277
YP_010094722.1	YP_009324122.1	752.7	6e-277
YP_010094722.1	YP_010092383.1	445.3	2.3e-155
YP_010094722.1	YP_009623670.1	223.0	2.1e-68
YP_010094722.1	YP_010090941.1	432.2	3.3e-150
YP_010094722.1	YP_010094192.1	747.7	5.8e-275
YP_010094722.1	YP_010100360.1	748.8	2e-275
YP_010094722.1	YP_010100442.1	643.7	9.5e-235
YP_010094722.1	YP_009146678.1	412.1	1.6e-142
YP_010094722.1	YP_009618311.1	412.1	1.6e-142
YP_009953173.1	YP_009951753.1	112.8	1.8e-32
YP_009953173.1	YP_009951848.1	110.5	1.6e-31
YP_009953173.1	YP_009953964.1	140.2	5.9e-43
YP_009953173.1	YP_009951943.1	104.8	2.9e-29
YP_009953173.1	YP_009952037.1	103.6	8.3e-29
YP_009953173.1	YP_009950880.1	125.2	1.1e-36
YP_009953173.1	YP_009950786.1	125.2	1.1e-36
YP_009953173.1	YP_009950974.1	115.5	1.1e-32
YP_009953173.1	YP_009954161.1	147.5	3.3e-46
YP_009953173.1	YP_009952968.1	131.3	9e-40
YP_009953173.1	YP_009953669.1	124.4	9.3e-37
YP_009953173.1	YP_009043676.1	125.2	2.1e-36
YP_009953173.1	YP_009953474.1	121.3	1.6e-35
YP_009953173.1	YP_009952223.1	114.4	4.7e-33
YP_009953173.1	YP_009202716.1	112.1	3.5e-32
YP_009953173.1	YP_009125837.1	111.3	8e-32
YP_009953173.1	YP_009951554.1	99.8	4.8e-28
YP_009953173.1	YP_009953573.1	73.2	7.9e-17
YP_009953173.1	YP_009614104.1	53.5	9.7e-10
YP_009211660.1	YP_003579941.1	196.8	2.4e-60
YP_009211660.1	YP_006489061.1	267.7	6.9e-88
YP_009211660.1	YP_007348710.1	196.4	3.4e-60
YP_009211660.1	YP_009194317.1	196.8	2.4e-60
YP_009211660.1	YP_009607269.1	195.7	6.7e-60
YP_009211660.1	YP_009606987.1	196.8	2.4e-60
YP_009211660.1	YP_009626309.1	196.4	3.4e-60
YP_009211660.1	YP_009857551.1	66.6	1.3e-12
YP_009211660.1	YP_010089819.1	352.8	2.1e-121
YP_009211660.1	YP_009882199.1	257.3	8.5e-84
YP_009211660.1	NP_891791.1	264.6	7e-87
YP_009211660.1	YP_004300799.1	256.5	1.7e-83
YP_009211660.1	YP_002922299.1	259.2	9.2e-85
YP_009211660.1	YP_004009580.1	267.3	9.1e-88
YP_009211660.1	YP_007236053.1	351.3	8.5e-121
YP_009211660.1	YP_009118905.1	260.0	4.6e-85
YP_009211660.1	YP_009100761.1	388.7	1.4e-135
YP_009211660.1	YP_009037549.1	387.9	2.8e-135
YP_009211660.1	YP_010088304.1	387.9	2.8e-135
YP_009211660.1	YP_009592739.1	386.0	1.6e-134
YP_009211660.1	YP_009056802.1	385.2	3.2e-134
YP_009211660.1	YP_010090055.1	385.2	3.2e-134
YP_009211660.1	YP_010068923.1	385.2	3.2e-134
YP_009211660.1	NP_861919.1	384.4	6.5e-134
YP_009211660.1	YP_010076305.1	383.3	1.9e-133
YP_009211660.1	YP_010068127.1	382.1	5.7e-133
YP_009211660.1	YP_010073595.1	381.3	1.1e-132
YP_009211660.1	YP_010075487.1	381.3	1.2e-132
YP_009211660.1	YP_009207410.1	380.9	1.6e-132
YP_009211660.1	YP_009214071.1	380.9	1.6e-132
YP_009211660.1	YP_010066435.1	379.8	4.7e-132
YP_009211660.1	YP_010072232.1	379.8	4.7e-132
YP_009211660.1	YP_010096489.1	375.9	1.4e-130
YP_009211660.1	YP_009030276.1	295.8	5e-99
YP_009211660.1	YP_009200480.1	351.7	6e-121
YP_009211660.1	YP_009219924.1	55.5	2.1e-08
YP_009211660.1	YP_009602181.1	259.2	9.2e-85
YP_009211660.1	YP_009889845.1	267.3	1e-87
YP_009211660.1	YP_010097242.1	261.2	1.6e-85
YP_009211660.1	YP_009880982.1	270.0	8.9e-89
YP_009211660.1	YP_009881488.1	270.4	6.3e-89
YP_009211660.1	YP_009885397.1	269.6	1.3e-88
YP_009211660.1	YP_009886985.1	272.7	7.7e-90
YP_009211660.1	YP_009886241.1	271.9	1.6e-89
YP_009211660.1	YP_009886487.1	271.9	1.6e-89
YP_009211660.1	YP_009887138.1	262.7	6.6e-86
YP_007676691.1	ERR844067__NODE_28_length_10159_cov_10.137470_15	92.4	1.1e-21
YP_007676691.1	YP_001504287.1	157.1	3e-46
YP_007676691.1	YP_009042839.1	540.8	2.5e-197
YP_007676691.1	YP_009147161.1	77.4	3e-17
YP_007676691.1	YP_009147162.1	62.0	2.6e-12
YP_007676691.1	YP_009219713.1	155.6	1.2e-45
YP_007676691.1	YP_009302388.1	102.4	3.5e-25
YP_007676691.1	YP_001468598.1	529.6	6.6e-193
YP_007676691.1	YP_406511.1	537.0	8.4e-196
YP_007676691.1	YP_009043519.1	540.8	2.5e-197
YP_007676691.1	YP_009616157.1	520.0	4.3e-189
YP_007676691.1	YP_009793488.1	520.0	4.3e-189
YP_007676691.1	YP_009043039.1	520.0	4.3e-189
YP_007676691.1	YP_009055626.1	473.8	4.4e-171
YP_007676691.1	YP_009218249.1	165.2	2.1e-49
YP_007676691.1	YP_009788460.1	143.3	4.6e-41
YP_007676691.1	YP_009143062.1	87.0	1.2e-19
YP_007676691.1	YP_009601255.1	88.6	2.9e-20
YP_009950687.1	YP_009954063.1	154.1	6.4e-49
YP_009950687.1	YP_009951849.1	134.8	2e-40
YP_009950687.1	YP_009951264.1	146.0	1.2e-45
YP_009950687.1	YP_009950877.1	224.9	4.2e-77
YP_009950687.1	YP_009950783.1	224.9	4.2e-77
YP_009950687.1	YP_009953871.1	152.5	2.7e-48
YP_009950687.1	YP_009952129.1	146.7	6e-46
YP_009950687.1	YP_009954361.1	151.0	1.1e-47
YP_009950687.1	YP_009953574.1	109.4	1.3e-31
YP_009950687.1	YP_009951655.1	141.7	6.6e-44
YP_009950687.1	YP_009638643.1	149.1	3.5e-46
YP_009950687.1	YP_009043673.1	224.9	4.2e-77
YP_009950687.1	YP_009282316.1	226.1	1.5e-77
YP_009950687.1	YP_009951063.1	226.1	1.5e-77
YP_009950687.1	YP_009201707.1	203.4	1.5e-68
YP_009950687.1	YP_009212820.1	216.5	9.6e-74
YP_009950687.1	YP_009978687.1	136.0	5.6e-42
YP_406511.1	ERR844067__NODE_28_length_10159_cov_10.137470_15	90.5	5.7e-21
YP_406511.1	YP_001504287.1	155.6	1.2e-45
YP_406511.1	YP_009042839.1	538.9	1.4e-196
YP_406511.1	YP_009147161.1	77.4	3e-17
YP_406511.1	YP_009147162.1	60.8	7e-12
YP_406511.1	YP_009219713.1	154.1	4.7e-45
YP_406511.1	YP_009302388.1	105.1	3.3e-26
YP_406511.1	YP_009809093.1	69.7	2.7e-13
YP_406511.1	YP_001468598.1	528.1	2.7e-192
YP_406511.1	YP_009043519.1	538.9	1.4e-196
YP_406511.1	YP_009616157.1	525.0	4.5e-191
YP_406511.1	YP_009793488.1	525.0	4.5e-191
YP_406511.1	YP_009043039.1	525.0	4.5e-191
YP_406511.1	YP_009055626.1	473.4	6.2e-171
YP_406511.1	YP_009218249.1	163.7	8.5e-49
YP_406511.1	YP_009788460.1	141.7	1.8e-40
YP_406511.1	YP_009143062.1	86.7	1.7e-19
YP_406511.1	YP_009601255.1	85.1	6.4e-19
YP_010068127.1	YP_004301246.1	210.7	9.5e-66
YP_010068127.1	YP_009196416.1	252.3	3.6e-82
YP_010068127.1	YP_009834381.1	222.2	3e-70
YP_010068127.1	YP_009835014.1	222.2	3e-70
YP_010068127.1	YP_010089819.1	351.3	6e-121
YP_010068127.1	NP_861919.1	497.3	1.1e-178
YP_010068127.1	NP_891791.1	251.5	7e-82
YP_010068127.1	YP_002922299.1	248.8	8e-81
YP_010068127.1	YP_007236053.1	350.5	1.2e-120
YP_010068127.1	YP_009118905.1	248.4	1.1e-80
YP_010068127.1	YP_009030276.1	298.9	2.2e-100
YP_010068127.1	YP_009207410.1	525.0	1.3e-189
YP_010068127.1	YP_009214071.1	525.0	1.3e-189
YP_010068127.1	YP_009200480.1	350.5	1.2e-120
YP_010068127.1	YP_009195631.1	241.1	3.3e-77
YP_010068127.1	YP_010088304.1	501.5	2.4e-180
YP_010068127.1	YP_009280084.1	236.5	6.7e-76
YP_010068127.1	YP_009602181.1	248.8	8e-81
YP_010068127.1	YP_009610928.1	183.0	5.5e-55
YP_010068127.1	YP_009611145.1	181.0	3e-54
YP_010068127.1	YP_010092086.1	243.0	5.8e-78
YP_010068127.1	YP_010073595.1	625.9	1.5e-229
YP_010068127.1	YP_010093585.1	247.3	1.3e-79
YP_010068127.1	YP_010090933.1	357.5	1.9e-123
YP_010068127.1	YP_010066435.1	626.3	1.1e-229
YP_010068127.1	YP_010072232.1	626.3	1.1e-229
YP_010068127.1	YP_010096489.1	539.7	2e-195
YP_010068127.1	YP_010097242.1	248.1	1.6e-80
YP_010068127.1	YP_010075487.1	627.9	2.7e-230
YP_010068127.1	YP_010072510.1	535.0	1.5e-193
YP_010068127.1	YP_010106030.1	528.9	4.1e-191
YP_010068127.1	YP_009153819.1	526.2	4.8e-190
YP_010068127.1	YP_010074941.1	525.4	9.7e-190
YP_010068127.1	YP_006986775.1	525.0	1.4e-189
YP_010068127.1	YP_009149463.1	525.0	1.4e-189
YP_010068127.1	YP_009290484.1	525.0	1.4e-189
YP_010068127.1	YP_010072890.1	525.0	1.4e-189
YP_010068127.1	YP_010066870.1	524.6	2e-189
YP_010068127.1	YP_004415113.1	524.2	2.8e-189
YP_010068127.1	YP_010076305.1	500.0	9.8e-180
YP_010068127.1	YP_010104052.1	180.6	4.3e-54
YP_010068127.1	YP_009883937.1	304.7	1.6e-102
YP_009002736.1	YP_009953573.1	74.7	2.3e-17
YP_009002736.1	YP_009953773.1	162.9	8.8e-53
YP_009002736.1	YP_009953669.1	92.0	5.9e-24
YP_009002736.1	NP_569816.1	86.3	2e-22
YP_009002736.1	YP_009019060.1	87.4	4.5e-22
YP_009002736.1	YP_009032477.1	84.7	7.7e-22
YP_009002736.1	YP_009953281.1	85.9	1.8e-21
YP_009002736.1	YP_009954062.1	85.5	2.5e-21
YP_009002736.1	YP_003856956.1	85.1	3.6e-21
YP_009002736.1	YP_003857053.1	84.7	5.1e-21
YP_009002736.1	YP_009951065.1	83.2	6.6e-21
YP_009002736.1	YP_009215584.1	84.3	7.2e-21
YP_009002736.1	YP_009954360.1	83.6	1.4e-20
YP_009002736.1	YP_009952873.1	83.2	2e-20
YP_009002736.1	YP_009953074.1	83.6	3.2e-20
YP_009002736.1	YP_009952415.1	82.0	5.7e-20
YP_009002736.1	YP_009952319.1	81.6	8e-20
YP_009002736.1	YP_009952677.1	81.3	1.1e-19
YP_009950786.1	YP_009954062.1	104.4	5.4e-28
YP_009950786.1	YP_009951753.1	98.6	3.5e-26
YP_009950786.1	YP_009951848.1	110.9	7.5e-31
YP_009950786.1	YP_009953964.1	134.0	8e-40
YP_009950786.1	YP_009951943.1	99.4	1.9e-26
YP_009950786.1	YP_009952037.1	96.7	2.2e-25
YP_009950786.1	YP_009953281.1	107.1	5e-29
YP_009950786.1	YP_009952873.1	109.4	6.2e-30
YP_009950786.1	YP_009950880.1	367.9	7.8e-132
YP_009950786.1	YP_009043676.1	310.8	6.3e-109
YP_009950786.1	YP_009950974.1	213.4	1.8e-70
YP_009950786.1	YP_009016437.1	210.7	9e-70
YP_009950786.1	YP_009212822.1	127.5	1.6e-37
YP_009950786.1	YP_009953669.1	127.5	3.7e-37
YP_009950786.1	YP_009950689.1	125.2	1.3e-36
YP_009950786.1	YP_009953474.1	119.0	9e-34
YP_009950786.1	YP_009952968.1	115.9	7.4e-33
YP_009950786.1	YP_009954161.1	113.6	5.5e-32
YP_009950786.1	YP_009953074.1	113.6	4.2e-31
YP_009950786.1	YP_009952223.1	107.8	1.2e-29
YP_009950786.1	YP_003856956.1	102.8	2.2e-27
YP_009950786.1	YP_009954360.1	95.9	1e-24
YP_009950786.1	NP_569816.1	98.6	7.2e-27
YP_009950786.1	YP_009125837.1	98.2	4.9e-26
YP_009950786.1	YP_009202716.1	96.3	2.8e-25
YP_009950786.1	YP_009032477.1	96.3	5.6e-26
YP_009950786.1	YP_009951554.1	98.6	5.9e-27
YP_009100761.1	YP_010089819.1	341.3	5e-117
YP_009100761.1	NP_861919.1	617.1	4.2e-226
YP_009100761.1	YP_004300799.1	243.4	1.6e-78
YP_009100761.1	YP_007236053.1	344.0	4.3e-118
YP_009100761.1	YP_009056802.1	620.5	1.8e-227
YP_009100761.1	YP_009037549.1	633.6	1.2e-232
YP_009100761.1	YP_009030276.1	300.1	7.3e-101
YP_009100761.1	YP_009592739.1	629.0	7.9e-231
YP_009100761.1	YP_010090055.1	623.6	1.1e-228
YP_009100761.1	YP_010088304.1	622.9	2.2e-228
YP_009100761.1	YP_010068923.1	622.1	4.4e-228
YP_009100761.1	YP_010076305.1	618.2	1.5e-226
YP_009100761.1	YP_010096489.1	568.9	4.8e-207
YP_009100761.1	YP_010099961.1	524.2	4.4e-190
YP_009100761.1	YP_010069509.1	513.5	4.6e-185
YP_009100761.1	YP_010068454.1	510.0	1.1e-183
YP_009100761.1	YP_009619027.1	508.8	3.1e-183
YP_009100761.1	YP_010091253.1	505.4	7e-182
YP_009100761.1	YP_009288583.1	501.9	1.7e-180
YP_009100761.1	YP_009200480.1	344.0	4.3e-118
YP_009100761.1	YP_009280084.1	235.0	2.5e-75
YP_009100761.1	YP_009883937.1	303.1	6.2e-102
YP_009841526.1	YP_004306516.1	564.3	9.4e-206
YP_009841526.1	YP_009225557.1	120.6	7.2e-32
YP_009841526.1	YP_009792588.1	559.3	9e-204
YP_009841526.1	YP_009620653.1	151.4	2.2e-43
YP_009841526.1	YP_009800083.1	136.3	6.8e-38
YP_009841526.1	YP_009800221.1	134.4	3.8e-37
YP_009841526.1	YP_009808495.1	118.2	8.8e-31
YP_009841526.1	YP_009794537.1	564.3	9.4e-206
YP_009841526.1	YP_009843355.1	510.4	2.1e-184
YP_009841526.1	YP_009848696.1	488.8	8.1e-176
YP_009841526.1	YP_009849717.1	488.0	1.6e-175
YP_009841526.1	YP_009856432.1	483.4	1.1e-173
YP_009841526.1	YP_009785224.1	481.5	6.4e-173
YP_009841526.1	YP_009856855.1	481.5	6.4e-173
YP_009841526.1	YP_006382334.1	480.7	1.3e-172
YP_009841526.1	YP_009194678.1	479.9	2.6e-172
YP_009841526.1	YP_009280242.1	479.9	2.6e-172
YP_009841526.1	YP_009857872.1	479.9	2.6e-172
YP_009841526.1	YP_009857125.1	479.6	3.7e-172
YP_009841526.1	YP_009790141.1	479.2	5.2e-172
YP_009841526.1	YP_009202055.1	477.2	3e-171
YP_009841526.1	YP_009824611.1	476.9	4.3e-171
YP_009841526.1	YP_009791064.1	474.9	2.5e-170
YP_009841526.1	YP_009849562.1	473.4	1e-169
YP_009841526.1	YP_009819597.1	116.3	4.7e-30
YP_009841526.1	YP_009847174.1	135.2	2.1e-37
YP_009841526.1	YP_009847268.1	139.8	4.8e-39
YP_009841526.1	YP_009847556.1	139.8	4.8e-39
YP_009841526.1	YP_010113978.1	174.5	2.2e-52
YP_009854173.1	YP_009819618.1	103.6	3.4e-26
YP_009854173.1	YP_010105932.1	95.9	2.9e-23
YP_009854173.1	YP_010108770.1	95.9	2.9e-23
YP_009854173.1	YP_009621234.1	95.5	3.6e-23
YP_009854173.1	YP_009618539.1	95.5	4e-23
YP_009854173.1	YP_009794751.1	95.5	4e-23
YP_009854173.1	YP_010101927.1	93.6	2.2e-22
YP_009854173.1	YP_010102580.1	93.6	2.2e-22
YP_009854173.1	YP_010105741.1	93.6	2.2e-22
YP_009854173.1	YP_010108193.1	93.6	2.2e-22
YP_009854173.1	YP_010108575.1	93.6	2.2e-22
YP_009854173.1	YP_010107997.1	93.6	2.3e-22
YP_009854173.1	YP_010102765.1	92.8	3.7e-22
YP_009854173.1	YP_009621440.1	90.5	2.7e-21
YP_009854173.1	YP_010114324.1	90.5	2.7e-21
YP_009854173.1	YP_009187718.1	89.4	7.2e-21
YP_009854173.1	YP_009832593.1	89.4	7.2e-21
YP_009098602.1	YP_002854554.1	618.6	1.3e-226
YP_009098602.1	YP_009281552.1	612.5	3.6e-224
YP_009098602.1	YP_010075111.1	610.9	1.5e-223
YP_009098602.1	YP_009625031.1	610.5	2.1e-223
YP_009098602.1	YP_009180719.1	610.5	2.1e-223
YP_009098602.1	YP_010074941.1	610.5	2.1e-223
YP_009098602.1	YP_009153819.1	609.8	4.2e-223
YP_009098602.1	YP_010066870.1	609.4	6e-223
YP_009098602.1	YP_009625436.1	609.0	8.5e-223
YP_009098602.1	YP_010065861.1	609.0	8.5e-223
YP_009098602.1	YP_010075759.1	609.0	8.5e-223
YP_009098602.1	YP_007004595.1	608.6	1.2e-222
YP_009098602.1	YP_010073152.1	608.6	1.2e-222
YP_009098602.1	YP_009614870.1	608.6	1.2e-222
YP_009098602.1	YP_010067366.1	608.2	1.7e-222
